Date,Depth,Treatment,YMo,Plot,ARQ,dC13_permil,CO2_ppm,UID,dC13corr_permil,Temp_C,VWC
4/14/15,70,Control,2015 4,2,NA,-23.564,10844.86365,2Control70,-28.34082542,NA,NA
4/14/15,70,Heated,2015 4,2,NA,-23.476,12251.3259,2Heated70,-28.19092818,NA,NA
4/14/15,90,Control,2015 4,2,NA,-23.931,15325.87519,2Control90,-28.5661835,9.388958333,0.27911403
4/14/15,90,Heated,2015 4,2,NA,-23.6,14244.48966,2Heated90,-28.25505615,13.03291667,0.190048475
4/14/15,30,Control,2015 4,3,NA,-24.004,11696.53304,3Control30,-28.7569612,9.246458333,0.277506483
4/14/15,30,Heated,2015 4,3,NA,-23.03,10344.04149,3Heated30,-27.81264284,12.99888889,0.265372435
4/14/15,50,Control,2015 4,3,NA,-24.094,14255.00113,3Control50,-28.76100025,8.965,0.296233966
4/14/15,50,Heated,2015 4,3,NA,-23.44,14496.96223,3Heated50,-28.08440746,13.14541667,0.294813765
4/14/15,70,Control,2015 4,3,NA,-24.129,16452.95696,3Control70,-28.74306098,NA,NA
4/14/15,70,Heated,2015 4,3,NA,-23.59,17643.64144,3Heated70,-28.17038542,NA,NA
4/14/15,90,Control,2015 4,3,NA,-23.959,18512.43522,3Control90,-28.5314549,8.91,0.267551114
4/14/15,90,Heated,2015 4,3,NA,-23.897,22141.25471,3Heated90,-28.41904318,12.65291667,0.255913129
5/12/15,30,Control,2015 5,1,NA,-24.1520165,8265.241668,1Control30,-29.12033772,11.97291667,0.277989437
5/12/15,30,Heated,2015 5,1,NA,-23.89937999,8603.380854,1Heated30,-28.827771,15.75916667,NA
5/12/15,50,Control,2015 5,1,NA,-24.22236102,9513.723912,1Control50,-29.09844681,11.54895833,0.306852942
5/12/15,50,Heated,2015 5,1,NA,-23.65769043,10861.61508,1Heated50,-28.43692155,15.66645833,0.304593273
5/12/15,70,Control,2015 5,1,NA,-24.18405396,12713.09725,1Control70,-28.90270001,NA,NA
5/12/15,70,Heated,2015 5,1,NA,-23.8315077,12926.9205,1Heated70,-28.53275598,NA,NA
5/12/15,90,Control,2015 5,1,NA,-24.26566537,15563.60983,1Control90,-28.90265787,10.80479167,0.269962775
5/12/15,90,Heated,2015 5,1,NA,-23.61189336,19033.23842,1Heated90,-28.17005396,14.82833333,0.254202584
5/12/15,30,Control,2015 5,2,NA,-24.63651945,1409.401,2Control30,-34.5320996,10.79270833,0.259428429
5/12/15,30,Heated,2015 5,2,NA,-23.85533598,1764.343,2Heated30,-32.05380177,14.85798611,0.248938401
5/12/15,50,Control,2015 5,2,NA,-24.59038037,1830.36,2Control50,-32.81208719,10.70979167,0.309429882
5/12/15,50,Heated,2015 5,2,NA,-23.81571648,2095.163,2Heated50,-31.2370253,14.81604167,0.271333619
5/12/15,70,Control,2015 5,2,NA,-24.19875517,2380.973,2Control70,-31.24166263,NA,NA
5/12/15,70,Heated,2015 5,2,NA,-23.33459341,2691.095,2Heated70,-29.8531327,NA,NA
5/12/15,90,Control,2015 5,2,NA,-24.25700596,2427.58,2Control90,-31.24748387,10.44083333,0.278171485
5/12/15,90,Heated,2015 5,2,NA,-23.81016739,2228.228,2Heated90,-31.00070254,13.92854167,0.187697068
5/12/15,30,Control,2015 5,3,NA,-23.878,3401.794,3Control30,-29.9360533,11.97291667,0.277989437
5/12/15,30,Heated,2015 5,3,NA,-22.93873475,2615.874,3Heated30,-29.46296243,15.75916667,0.279599338
5/12/15,50,Control,2015 5,3,NA,-23.882,3492.899,3Control50,-29.88797883,11.54895833,0.306852942
5/12/15,50,Heated,2015 5,3,NA,-23.283,3606.754,3Heated50,-29.15457144,15.66645833,0.304593273
5/12/15,70,Control,2015 5,3,NA,-23.896,4042.331,3Control70,-29.64214232,NA,NA
5/12/15,70,Heated,2015 5,3,NA,-23.246,3380.433,3Heated70,-29.23388533,NA,NA
5/12/15,90,Control,2015 5,3,NA,-23.78127197,2664.839,3Control90,-30.40366614,10.80479167,0.269962775
5/12/15,90,Heated,2015 5,3,NA,-23.42,3131.197,3Heated90,-29.5891449,14.82833333,0.254202584
6/11/15,30,Control,2015 6,1,NA,-23.27210335,7795.759623,1Control30,-28.24027834,15.92833333,0.239646322
6/11/15,30,Heated,2015 6,1,NA,-22.64440241,8600.240606,1Heated30,-27.51673778,19.44666667,NA
6/11/15,50,Control,2015 6,1,NA,-22.79128458,9830.657285,1Control50,-27.5921391,14.9,0.274519538
6/11/15,50,Heated,2015 6,1,NA,-22.22176151,10970.34728,1Heated50,-26.94726433,18.67083333,0.281730052
6/11/15,70,Control,2015 6,1,NA,-22.33669957,11423.49768,1Control70,-27.04772524,NA,NA
6/11/15,70,Heated,2015 6,1,NA,-22.19187196,11896.32011,1Heated70,-26.88082835,NA,NA
6/11/15,90,Control,2015 6,1,NA,-22.32697627,12640.47214,1Control90,-26.99513743,13.04645833,0.259456146
6/11/15,90,Heated,2015 6,1,NA,-22.629,14718.95792,1Heated90,-27.24841205,16.25645833,0.243609771
6/11/15,30,Control,2015 6,2,NA,-24.67124802,7322.218839,2Control30,-29.76212537,14.47,0.218440674
6/11/15,30,Heated,2015 6,2,NA,-23.85838291,7059.992461,2Heated30,-28.93576744,18.13465278,0.222176594
6/11/15,50,Control,2015 6,2,NA,-23.45553846,9506.384523,2Control50,-28.30146507,13.394375,0.257622027
6/11/15,50,Heated,2015 6,2,NA,-23.17899883,9989.912012,2Heated50,-27.98584036,17.24833333,0.245800993
6/11/15,70,Control,2015 6,2,NA,-22.97438448,12409.45267,2Control70,-27.66888902,NA,NA
6/11/15,70,Heated,2015 6,2,NA,-22.64314351,12353.80125,2Heated70,-27.32984138,NA,NA
6/11/15,90,Control,2015 6,2,NA,-23.679,15919.23695,2Control90,-28.29499009,11.85916667,0.266730684
6/11/15,90,Heated,2015 6,2,NA,-23.122,14298.74837,2Heated90,-27.76379025,15.18395833,0.181240979
6/11/15,30,Control,2015 6,3,NA,-23.105,9691.690289,3Control30,-27.92589502,15.92833333,0.239646322
6/11/15,30,Heated,2015 6,3,NA,-23.34668899,9163.933748,3Heated30,-28.21028332,19.44666667,0.246825289
6/11/15,50,Control,2015 6,3,NA,-23.003,12890.99836,3Control50,-27.68232064,14.9,0.274519538
6/11/15,50,Heated,2015 6,3,NA,-23.314,13533.47161,3Heated50,-27.98197422,18.67083333,0.281730052
6/11/15,70,Control,2015 6,3,NA,-23.019,16293.2894,3Control70,-27.61313563,NA,NA
6/11/15,70,Heated,2015 6,3,NA,-23.397,17356.01155,3Heated70,-27.97877739,NA,NA
6/11/15,90,Control,2015 6,3,NA,-23.119,20361.37707,3Control90,-27.65065904,13.04645833,0.259456146
6/11/15,90,Heated,2015 6,3,NA,-23.381,23148.46216,3Heated90,-27.88525274,16.25645833,0.243609771
7/29/15,30,Control,2015 7,1,NA,-22.83,6461.112,1Control30,-27.92258752,19.22958333,0.203245648
7/29/15,30,Heated,2015 7,1,NA,-22.785,6253.273649,1Heated30,-27.9035336,22.72305556,NA
7/29/15,50,Control,2015 7,1,NA,-22.92677667,7998.261947,1Control50,-27.85972381,18.181875,0.223075962
7/29/15,50,Heated,2015 7,1,NA,-22.89091589,8581.592161,1Heated50,-27.7756865,21.9475,0.241461113
7/29/15,70,Control,2015 7,1,NA,-22.47344357,9637.09288,1Control70,-27.27269827,NA,NA
7/29/15,70,Heated,2015 7,1,NA,-22.46061433,10239.02536,1Heated70,-27.22775371,NA,NA
7/29/15,90,Control,2015 7,1,0.927305593,-22.56911309,11480.12617,1Control90,-27.28540062,16.68354167,0.214113331
7/29/15,90,Heated,2015 7,1,0.889417088,-21.98039459,14596.33881,1Heated90,-26.58712161,19.77458333,0.20576579
7/29/15,30,Control,2015 7,2,NA,-23.148,6587.948579,2Control30,-28.24329628,17.05270833,0.184395236
7/29/15,30,Heated,2015 7,2,NA,-24.03282525,4877.547035,2Heated30,-29.51616352,20.54430556,0.188240263
7/29/15,50,Control,2015 7,2,NA,-23.33780175,8327.245068,2Control50,-28.26278363,15.9425,0.209657094
7/29/15,50,Heated,2015 7,2,NA,-23.23202537,7379.361975,2Heated50,-28.23921866,19.71875,0.209521652
7/29/15,70,Control,2015 7,2,NA,-22.68107932,11344.22865,2Control70,-27.40640425,NA,NA
7/29/15,70,Heated,2015 7,2,NA,-22.63270689,9244.90265,2Heated70,-27.46147225,NA,NA
7/29/15,90,Control,2015 7,2,0.871255783,-22.57968706,14616.37812,2Control90,-27.20035321,14.75270833,0.239502015
7/29/15,90,Heated,2015 7,2,0.712448732,-22.56283183,11781.2909,2Heated90,-27.26742298,17.97625,0.159100101
7/29/15,30,Control,2015 7,3,NA,-22.534,6792.158113,3Control30,-27.56709883,19.22958333,0.203245648
7/29/15,30,Heated,2015 7,3,NA,-22.95573816,7438.692339,3Heated30,-27.9421454,22.72305556,0.214366473
7/29/15,50,Control,2015 7,3,NA,-22.62599748,8707.328932,3Control50,-27.48989786,18.181875,0.223075962
7/29/15,50,Heated,2015 7,3,NA,-22.02728921,12008.78498,3Heated50,-26.70731261,21.9475,0.241461113
7/29/15,70,Control,2015 7,3,NA,-21.91958963,11672.08334,3Control70,-26.60805521,NA,NA
7/29/15,70,Heated,2015 7,3,NA,-22.966,14701.07523,3Heated70,-27.59387188,NA,NA
7/29/15,90,Control,2015 7,3,1.037275088,-22.09662261,14666.05736,3Control90,-26.70455401,16.68354167,0.214113331
7/29/15,90,Heated,2015 7,3,0.906228359,-22.28648035,17903.18346,3Heated90,-26.83801736,19.77458333,0.20576579
8/26/15,30,Control,2015 8,1,NA,-22.30282211,3762.285413,1Control30,-27.98705217,18.99125,0.192126797
8/26/15,30,Heated,2015 8,1,NA,-21.68800282,4947.764109,1Heated30,-26.95461598,22.69402778,NA
8/26/15,50,Control,2015 8,1,NA,-21.93339148,6155.120566,1Control50,-27.01018115,18.34625,0.214080835
8/26/15,50,Heated,2015 8,1,NA,-21.28734433,7888.690693,1Heated50,-26.14861641,22.3725,0.23275728
8/26/15,70,Control,2015 8,1,NA,-22.628,8039.82304,1Control70,-27.54290921,NA,NA
8/26/15,70,Heated,2015 8,1,NA,-22.404,9393.780024,1Heated70,-27.21443539,NA,NA
8/26/15,90,Control,2015 8,1,NA,-22.62564023,9896.814723,1Control90,-27.416553,17.15729167,0.206475339
8/26/15,90,Heated,2015 8,1,NA,-22.609,14535.40465,1Heated90,-27.2323168,20.41125,0.198098824
8/26/15,30,Control,2015 8,2,NA,-22.64076083,3608.105735,2Control30,-28.43354678,17.43625,0.176753371
8/26/15,30,Heated,2015 8,2,NA,-22.72110172,3274.881992,2Heated30,-28.70032747,21.16388889,0.182815696
8/26/15,50,Control,2015 8,2,NA,-21.63655424,5500.125984,2Control50,-26.79297122,16.57145833,0.20088716
8/26/15,50,Heated,2015 8,2,NA,-21.62582184,5342.533368,2Heated50,-26.80919373,20.3275,0.203393366
8/26/15,70,Control,2015 8,2,NA,-21.96047971,9289.125427,2Control70,-26.75892826,NA,NA
8/26/15,70,Heated,2015 8,2,NA,-21.90834037,7616.760204,2Heated70,-26.82328177,NA,NA
8/26/15,90,Control,2015 8,2,NA,-23.059,11729.05731,2Control90,-27.78105056,15.43166667,0.235587855
8/26/15,90,Heated,2015 8,2,NA,-21.6261397,10180.39972,2Heated90,-26.36539039,18.63125,0.152758412
8/26/15,30,Control,2015 8,3,NA,-21.69731358,4699.498005,3Control30,-27.02147151,18.99125,0.192126797
8/26/15,30,Heated,2015 8,3,NA,-21.26197934,5404.400549,3Heated30,-26.40646653,22.69402778,0.203475592
8/26/15,50,Control,2015 8,3,NA,-21.4782677,6256.037749,3Control50,-26.51199391,18.34625,0.214080835
8/26/15,50,Heated,2015 8,3,NA,-21.99315468,9210.923378,3Heated50,-26.79752179,22.3725,0.23275728
8/26/15,70,Control,2015 8,3,NA,-22.70531751,8783.933687,3Control70,-27.56736714,NA,NA
8/26/15,70,Heated,2015 8,3,NA,-25.12975257,11900.73557,3Heated70,-29.90882382,NA,NA
8/26/15,90,Control,2015 8,3,NA,-24.53415261,11802.51576,3Control90,-29.29912463,17.15729167,0.206475339
8/26/15,90,Heated,2015 8,3,NA,-22.508,15633.65048,3Heated90,-27.10444428,20.41125,0.198098824
9/29/15,30,Control,2015 9,1,NA,-22.5519777,3194.335698,1Control30,-28.55651131,17.44476636,0.186821146
9/29/15,30,Heated,2015 9,1,NA,-21.7550215,3712.270841,1Heated30,-27.39599098,21.47380062,NA
9/29/15,50,Control,2015 9,1,NA,-21.69770421,4557.399928,1Control50,-27.05743899,17.10514019,0.210288172
9/29/15,50,Heated,2015 9,1,NA,-20.91644707,5852.359258,1Heated50,-25.96637606,21.2711215,0.227597944
9/29/15,70,Control,2015 9,1,NA,-20.94261631,6529.743049,1Control70,-25.91000376,NA,NA
9/29/15,70,Heated,2015 9,1,NA,-21.6483,7542.166663,1Heated70,-26.5562626,NA,NA
9/29/15,90,Control,2015 9,1,NA,-22.038,7677.417238,1Control90,-26.9543125,16.41523364,0.203346595
9/29/15,90,Heated,2015 9,1,NA,-21.981,10788.95505,1Heated90,-26.7059236,19.51990654,0.194157814
9/29/15,30,Control,2015 9,2,NA,-22.84831086,2525.407886,2Control30,-29.45147613,16.70666667,0.17154198
9/29/15,30,Heated,2015 9,2,NA,-23.25963265,1217.767169,2Heated30,-33.80357688,20.70215278,0.17852542
9/29/15,50,Control,2015 9,2,NA,-22.32618763,3923.598333,2Control50,-27.94874974,16.19833333,0.195279384
9/29/15,50,Heated,2015 9,2,NA,-21.65488788,4543.350713,2Heated50,-27.01428106,20.1575,0.199488356
9/29/15,70,Control,2015 9,2,NA,-21.38550714,6763.258745,2Control70,-26.35415028,NA,NA
9/29/15,70,Heated,2015 9,2,NA,-21.28776726,6665.276543,2Heated70,-26.26120603,NA,NA
9/29/15,90,Control,2015 9,2,NA,-22.622,9835.282573,2Control90,-27.41609624,15.36958333,0.23267091
9/29/15,90,Heated,2015 9,2,NA,-22.162,8222.253643,2Heated90,-27.04011184,18.79104167,0.15012177
9/29/15,30,Control,2015 9,3,NA,-22.91613882,3402.163537,3Control30,-28.84865571,17.44476636,0.186821146
9/29/15,30,Heated,2015 9,3,NA,-22.5159542,3495.928272,3Heated30,-28.3478425,21.47380062,0.196799544
9/29/15,50,Control,2015 9,3,NA,-22.98772538,5041.342631,3Control50,-28.34198799,17.10514019,0.210288172
9/29/15,50,Heated,2015 9,3,NA,-22.46346005,5685.084854,3Heated50,-27.6489669,21.2711215,0.227597944
9/29/15,70,Control,2015 9,3,NA,-22.88488224,6487.497803,3Control70,-27.97734884,NA,NA
9/29/15,70,Heated,2015 9,3,NA,-21.942,7924.282433,3Heated70,-26.83282597,NA,NA
9/29/15,90,Control,2015 9,3,NA,-22.378,9393.518483,3Control90,-27.18739725,16.41523364,0.203346595
9/29/15,90,Heated,2015 9,3,NA,-22.163,10781.89107,3Heated90,-26.89450463,19.51990654,0.194157814
10/30/15,30,Control,2015 10,1,NA,-23.27039856,3046.559358,1Control30,-29.47793772,12.71895833,0.193520869
10/30/15,30,Heated,2015 10,1,NA,-22.99881283,4197.990152,1Heated30,-28.59308055,17.17993056,NA
10/30/15,50,Control,2015 10,1,NA,-23.01220075,4492.184763,1Control50,-28.51312124,13.46583333,0.212667448
10/30/15,50,Heated,2015 10,1,NA,-22.1707326,5107.213251,1Heated50,-27.44340061,17.78875,0.229193851
10/30/15,70,Control,2015 10,1,NA,-21.8761708,6674.811335,1Control70,-26.88386469,NA,NA
10/30/15,70,Heated,2015 10,1,NA,-21.65427957,5955.801013,1Heated70,-26.74044434,NA,NA
10/30/15,90,Control,2015 10,1,NA,-21.25000866,7274.319839,1Control90,-26.16057233,14.33729167,0.204368115
10/30/15,90,Heated,2015 10,1,NA,-22.289,8500.41129,1Heated90,-27.15246003,18.06333333,0.19551855
10/30/15,30,Control,2015 10,2,NA,-23.82797336,3468.917747,2Control30,-29.84061307,12.99041667,0.178532767
10/30/15,30,Heated,2015 10,2,NA,-23.31943114,3146.242776,2Heated30,-29.46382834,17.37888889,0.183481453
10/30/15,50,Control,2015 10,2,NA,-22.7677899,4330.204365,2Control50,-28.29504111,13.80520833,0.195761147
10/30/15,50,Heated,2015 10,2,NA,-22.43292487,5422.615617,2Heated50,-27.66335799,17.99645833,0.201822272
10/30/15,70,Control,2015 10,2,NA,-21.94908174,6915.099424,2Control70,-26.93429623,NA,NA
10/30/15,70,Heated,2015 10,2,NA,-21.57461838,7466.266394,2Heated70,-26.48537933,NA,NA
10/30/15,90,Control,2015 10,2,NA,-21.9201225,7313.696646,2Control90,-26.86334652,14.3775,0.232137406
10/30/15,90,Heated,2015 10,2,NA,-21.1860897,8939.791489,2Heated90,-25.97234803,18.051875,0.150178159
10/30/15,30,Control,2015 10,3,NA,-23.06302024,4484.752901,3Control30,-28.57097004,12.71895833,0.193520869
10/30/15,30,Heated,2015 10,3,NA,-22.60701007,4770.277907,3Heated30,-27.99445148,17.17993056,0.201488401
10/30/15,50,Control,2015 10,3,NA,-22.10901509,5581.098028,3Control50,-27.28658352,13.46583333,0.212667448
10/30/15,50,Heated,2015 10,3,NA,-21.18857263,7571.625873,3Heated50,-26.07010231,17.78875,0.229193851
10/30/15,70,Control,2015 10,3,NA,-22.772,7779.315501,3Control70,-27.716533,NA,NA
10/30/15,70,Heated,2015 10,3,NA,-22.384,8791.658714,3Heated70,-27.23145964,NA,NA
10/30/15,90,Control,2015 10,3,NA,-22.948,9680.415941,3Control90,-27.76340961,14.33729167,0.204368115
10/30/15,90,Heated,2015 10,3,NA,-22.754,11857.27069,3Heated90,-27.461686,18.06333333,0.19551855
12/2/15,30,Control,2015 12,1,NA,-22.75471595,6218.395337,1Control30,-27.8763055,5.553585366,0.288571263
12/2/15,30,Heated,2015 12,1,NA,-21.19128514,6457.75333,1Heated30,-26.18223355,11.17060976,NA
12/2/15,50,Control,2015 12,1,NA,-23.431,8171.59393,1Control50,-28.37337364,6.534682927,0.317995474
12/2/15,50,Heated,2015 12,1,NA,-22.502,9252.997059,1Heated50,-27.32487538,12.25109756,0.286098303
12/2/15,70,Control,2015 12,1,NA,-23.702,10427.38417,1Control70,-28.50457799,NA,NA
12/2/15,70,Heated,2015 12,1,NA,-22.72,11475.71348,1Heated70,-27.44130029,NA,NA
12/2/15,90,Control,2015 12,1,NA,-23.733,10856.53699,1Control90,-28.51505326,8.595487805,0.21661379
12/2/15,90,Heated,2015 12,1,NA,-22.819,15974.31299,1Heated90,-27.41526584,13.4297561,0.197900315
12/2/15,30,Control,2015 12,2,NA,-24.12355893,4249.147805,2Control30,-29.81349726,6.635875,0.267277134
12/2/15,30,Heated,2015 12,2,NA,-22.13461495,6806.456059,2Heated30,-27.14260569,11.35055556,0.284567824
12/2/15,50,Control,2015 12,2,NA,-23.47410005,6356.855672,2Control50,-28.62176433,7.945791667,0.327125121
12/2/15,50,Heated,2015 12,2,NA,-23.592,11142.74466,2Heated50,-28.35590261,12.27854167,0.287686981
12/2/15,70,Control,2015 12,2,NA,-21.81740026,9547.987796,2Control70,-26.59560867,NA,NA
12/2/15,70,Heated,2015 12,2,NA,-23.713,12381.15306,2Heated70,-28.43013865,NA,NA
12/2/15,90,Control,2015 12,2,NA,-23.756,11206.61384,2Control90,-28.52243484,10.045,0.236285189
12/2/15,90,Heated,2015 12,2,NA,-23.978,13543.85777,2Heated90,-28.66315344,13.92583333,0.152434068
12/2/15,30,Control,2015 12,3,NA,-23.4994613,10771.88368,3Control30,-28.2775722,5.553585366,0.288571263
12/2/15,30,Heated,2015 12,3,NA,-23.15,8276.077876,3Heated30,-28.0703779,11.17060976,0.295748583
12/2/15,50,Control,2015 12,3,NA,-23.09376054,12832.52247,3Control50,-27.77751022,6.534682927,0.317995474
12/2/15,50,Heated,2015 12,3,NA,-23.763,12165.76245,3Heated50,-28.48969934,12.25109756,0.286098303
12/2/15,70,Control,2015 12,3,NA,-24.656,15827.04777,3Control70,-29.29530371,NA,NA
12/2/15,70,Heated,2015 12,3,NA,-23.853,16116.06262,3Heated70,-28.4684505,NA,NA
12/2/15,90,Control,2015 12,3,NA,-24.554,17673.1029,3Control90,-29.15217539,8.595487805,0.21661379
12/2/15,90,Heated,2015 12,3,NA,-23.831,18305.44152,3Heated90,-28.40456063,13.4297561,0.197900315
1/20/16,30,Control,2016 1,1,NA,-24.27238648,6559.810519,1Control30,-29.44021784,4.128479167,0.324817397
1/20/16,30,Heated,2016 1,1,NA,-23.82512312,6527.452559,1Heated30,-28.97015233,8.047034722,NA
1/20/16,50,Control,2016 1,1,NA,-23.293,7341.447436,1Control50,-28.30745469,3.89625,0.358312881
1/20/16,50,Heated,2016 1,1,NA,-22.673,7864.120611,1Heated50,-27.60506547,8.177979167,0.373967816
1/20/16,70,Control,2016 1,1,NA,-23.758,7623.381735,1Control70,-28.76767749,NA,NA
1/20/16,70,Heated,2016 1,1,NA,-22.935,9933.24962,1Heated70,-27.73571342,NA,NA
1/20/16,90,Control,2016 1,1,NA,-23.965,10947.67149,1Control90,-28.75055002,4.250395833,0.294982958
1/20/16,30,Control,2016 1,2,NA,-24.95820223,3360.37651,2Control30,-31.18402282,4.893916667,0.304646866
1/20/16,30,Heated,2016 1,2,NA,-24.62236089,5252.984735,2Heated30,-30.05864748,9.0575625,0.331993335
1/20/16,50,Control,2016 1,2,NA,-25.33957586,4919.110036,2Control50,-30.92290232,4.8958125,0.391821295
1/20/16,50,Heated,2016 1,2,NA,-24.224,12510.82081,2Heated50,-28.95121953,9.126666667,0.345604339
1/20/16,70,Control,2016 1,2,NA,-24.384,8654.486859,2Control70,-29.32993537,NA,NA
1/20/16,70,Heated,2016 1,2,NA,-24.512,13737.6063,2Heated70,-29.20502789,NA,NA
1/20/16,90,Control,2016 1,2,NA,-24.837,12127.09103,2Control90,-29.59745626,5.5523125,0.31246575
1/20/16,90,Heated,2016 1,2,NA,-24.681,12545.88815,2Heated90,-29.42010158,9.22625,0.24962124
1/20/16,30,Control,2016 1,3,NA,-24.791,8421.939545,3Control30,-29.77513598,4.128479167,0.324817397
1/20/16,30,Heated,2016 1,3,NA,-23.522,9180.217625,3Heated30,-28.3918033,8.047034722,0.364219103
1/20/16,50,Control,2016 1,3,NA,-25.153,10160.12444,3Control50,-30.02365433,3.89625,0.358312881
1/20/16,50,Heated,2016 1,3,NA,-23.838,13308.28121,3Heated50,-28.52686383,8.177979167,0.373967816
1/20/16,70,Control,2016 1,3,NA,-25.415,11676.13162,3Control70,-30.21316749,NA,NA
1/20/16,70,Heated,2016 1,3,NA,-23.817,18684.1616,3Heated70,-28.38415447,NA,NA
1/20/16,90,Control,2016 1,3,NA,-25.417,13034.30164,3Control90,-30.15835558,4.250395833,0.294982958
1/20/16,90,Heated,2016 1,3,NA,-23.73,23757.2936,3Heated90,-28.23286425,8.334791667,0.30088935
2/10/16,30,Control,2016 2,1,0.73,-23.0919247,7442.747973,1Control30,-28.08513816,6.070041667,0.309280334
2/10/16,30,Heated,2016 2,1,0.785,-22.554,8306.610807,1Heated30,-27.44406982,10.00784722,NA
2/10/16,50,Control,2016 2,1,NA,-23.579,9381.348556,1Control50,-28.43784833,5.407770833,0.333717438
2/10/16,50,Heated,2016 2,1,NA,-22.741,11374.36903,1Heated50,-27.46704712,9.59875,0.349159641
2/10/16,70,Control,2016 2,1,NA,-24.009,11220.70472,1Control70,-28.783129,NA,NA
2/10/16,70,Heated,2016 2,1,NA,-22.574,12841.19295,1Heated70,-27.24287743,NA,NA
2/10/16,90,Control,2016 2,1,0.7,-24.09,12038.70724,1Control90,-28.83152627,5.039291667,0.283992047
2/10/16,90,Heated,2016 2,1,0.61,-22.796,10389.02292,1Heated90,-27.56794355,8.964375,0.284042052
2/10/16,30,Control,2016 2,2,0.695,-23.23418708,4515.238965,2Control30,-28.74908387,6.904854167,0.293459815
2/10/16,30,Heated,2016 2,2,0.74,-22.73950208,7160.65334,2Heated30,-27.74300645,10.82993056,0.307785046
2/10/16,50,Control,2016 2,2,NA,-23.16234089,6381.951693,2Control50,-28.28666714,6.179666667,0.374049912
2/10/16,50,Heated,2016 2,2,NA,-23.717,13460.57794,2Heated50,-28.39784065,10.56354167,0.318123177
2/10/16,70,Control,2016 2,2,NA,-24.325,11374.3425,2Control70,-29.10238753,NA,NA
2/10/16,70,Heated,2016 2,2,NA,-24.113,12855.74675,2Heated70,-28.8245686,NA,NA
2/10/16,90,Control,2016 2,2,0.71,-24.655,13502.70041,2Control90,-29.3593349,6.0939375,0.304916355
2/10/16,90,Heated,2016 2,2,0.635,-24.231,13961.06677,2Heated90,-28.90997485,10.14416667,0.225175774
2/10/16,30,Control,2016 2,3,0.625,-24.804,11211.72366,3Control30,-29.60475042,6.070041667,0.309280334
2/10/16,30,Heated,2016 2,3,0.855,-23.85391576,8577.91666,3Heated30,-28.78229351,10.00784722,0.33881171
2/10/16,50,Control,2016 2,3,NA,-24.89,12534.36716,3Control50,-29.6355832,5.407770833,0.333717438
2/10/16,50,Heated,2016 2,3,NA,-23.148,15155.67298,3Heated50,-27.7693365,9.59875,0.349159641
2/10/16,70,Control,2016 2,3,NA,-25.241,14521.55951,3Control70,-29.92836843,NA,NA
2/10/16,70,Heated,2016 2,3,NA,-23.537,19965.2,3Heated70,-28.08056078,NA,NA
2/10/16,90,Control,2016 2,3,0.556666667,-25.326,16306.87843,3Control90,-29.96831089,5.039291667,0.283992047
2/10/16,90,Heated,2016 2,3,0.77,-23.638,23828.97246,3Heated90,-28.13899032,8.964375,0.284042052
3/23/16,30,Control,2016 3,1,NA,-23.812,8600.588769,1Control30,-28.73669308,5.9881875,0.330663645
3/23/16,30,Heated,2016 3,1,NA,-23.851,9652.139517,1Heated30,-28.70350134,10.25354167,NA
3/23/16,50,Control,2016 3,1,NA,-23.774,8470.585976,1Control50,-28.70740769,6.250645833,0.354707537
3/23/16,50,Heated,2016 3,1,NA,-23.449,10625.07725,1Heated50,-28.23252652,10.66416667,0.372109684
3/23/16,70,Control,2016 3,1,NA,-24.033,9469.625384,1Control70,-28.9044106,NA,NA
3/23/16,70,Heated,2016 3,1,NA,-23.504,11605.15127,1Heated70,-28.24502986,NA,NA
3/23/16,90,Control,2016 3,1,NA,-24.49159225,12209.508,1Control90,-29.2383416,6.086708333,0.293167182
3/23/16,90,Heated,2016 3,1,NA,-23.66920101,20088.45846,1Heated90,-28.21322784,10.13166667,0.297950106
3/23/16,30,Control,2016 3,2,NA,-24.5118066,4499.562494,2Control30,-30.15177494,6.085857143,0.30720343
3/23/16,30,Heated,2016 3,2,NA,-24.93401375,5089.656159,2Heated30,-30.43635046,7.731309524,0.33224923
3/23/16,50,Control,2016 3,2,NA,-24.44407046,5250.184401,2Control50,-29.86695914,6.611214286,0.38965653
3/23/16,50,Heated,2016 3,2,NA,-25,10507.98271,2Heated50,-29.84454917,8.503571429,0.342479126
3/23/16,70,Control,2016 3,2,NA,-24.468,11067.15619,2Control70,-29.26467272,NA,NA
3/23/16,70,Heated,2016 3,2,NA,-25.049,12048.48376,2Heated70,-29.81917411,NA,NA
3/23/16,90,Control,2016 3,2,NA,-24.98976871,14567.26748,2Control90,-29.66973183,6.798785714,0.311211167
3/23/16,90,Heated,2016 3,2,NA,-24.98188768,14816.90725,2Heated90,-29.65458485,9.345,0.243602654
3/23/16,30,Control,2016 3,3,NA,-25.179,13150.11842,3Control30,-29.90957276,5.9881875,0.330663645
3/23/16,30,Heated,2016 3,3,NA,-23.873,13353.09566,3Heated30,-28.56137346,10.25354167,0.365172766
3/23/16,50,Control,2016 3,3,NA,-24.878,15728.60011,3Control50,-29.52453327,6.250645833,0.354707537
3/23/16,50,Heated,2016 3,3,NA,-23.602,15588.79493,3Heated50,-28.22365846,10.66416667,0.372109684
