Date,Depth,Treatment,YMo,Plot,ARQ,dC13_permil,CO2_ppm,UID,dC13corr_permil,Temp_C,VWC
6/6/17,90,Control,2017 6,1,0.857714527,-21.57022957,12691.08731,1Control90,-26.21526055,10.84511111,0.278552303
6/6/17,90,Heated,2017 6,1,0.876891747,-23.192,18370.37893,1Heated90,-27.75293089,14.50977778,0.275612672
6/6/17,30,Control,2017 6,2,0.832694173,-22.30165027,4540.738544,2Control30,-27.72200542,12.5175,0.226609105
6/6/17,30,Heated,2017 6,2,0.817570571,-23.68290973,4185.104068,2Heated30,-29.3517034,15.93381944,0.240761063
6/6/17,50,Control,2017 6,2,NA,-21.47758766,6046.300549,2Control50,-26.53904593,11.296875,0.282277694
6/6/17,50,Heated,2017 6,2,NA,-24.119,10599.68361,2Heated50,-28.92737444,15.376875,0.266178031
6/6/17,70,Control,2017 6,2,NA,-23.998,9859.182837,2Control70,-28.84351221,NA,NA
6/6/17,70,Heated,2017 6,2,NA,-24.009,13553.14324,2Heated70,-28.69467999,NA,NA
6/6/17,90,Control,2017 6,2,0.851546335,-24.464,13573.67329,2Control90,-29.16099176,9.693541667,0.283420593
6/6/17,90,Heated,2017 6,2,0.876764041,NA,NA,2Heated90,NA,13.380833,0.1990134
6/6/17,30,Control,2017 6,3,0.918448871,-23.974,9076.428256,3Control30,-28.86994771,14.44,0.266985716
6/6/17,30,Heated,2017 6,3,0.86739407,-23.061,7378.578651,3Heated30,-28.05912635,18.21503704,0.260846439
6/6/17,50,Control,2017 6,3,NA,-23.563,13048.85825,3Control50,-28.25275591,13.05088889,0.304435171
6/6/17,50,Heated,2017 6,3,NA,-23.044,11216.79222,3Heated50,-27.78651523,17.07133333,0.317139388
6/6/17,70,Control,2017 6,3,NA,-23.703,16830.5921,3Control70,-28.30066541,NA,NA
6/6/17,70,Heated,2017 6,3,NA,-23.027,15742.70077,3Heated70,-27.63259223,NA,NA
6/6/17,90,Control,2017 6,3,0.931560319,-23.885,17254.84222,3Control90,-28.47815051,10.84511111,0.278552303
6/6/17,90,Heated,2017 6,3,0.921834198,-23.086,19467.69877,3Heated90,-27.62892914,14.50977778,0.275612672
