SITE_NAME,SUB_SITE,DATE_OBS,TIME_OBS,C_ADDED,N_ADDED,PEAT_DEPTH,PEAT_TEMP,DISS_CH4_CONC,DISS_CO2_CONC,POREWATER_PH,SITE_COMMENTS,CRTFCN_CODE,REVISION_DATE
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,50,8.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,100,8.4,122.62,2861.0,6.57,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,200,9.3,273.05,3206.0,6.57,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,300,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,400,10.0,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1201,0,0,500,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,50,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,100,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,200,9.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,300,10.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,400,10.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1401,0,0,500,10.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,0,,112.2,3113.0,6.57,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,50,11.2,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,100,10.9,143.62,2891.0,6.59,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,200,10.1,314.75,3316.0,6.56,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,300,10.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,400,10.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1601,0,0,500,10.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,50,12.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,100,11.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,200,10.8,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,300,11.1,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,400,11.2,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,1801,0,0,500,11.2,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,0,,109.66,3726.0,6.51,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,50,13.2,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,100,12.3,130.3,3559.0,6.54,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,200,11.1,288.86,3721.0,6.52,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,300,11.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,400,11.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2001,0,0,500,11.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,50,11.8,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,100,11.6,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,200,10.8,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,300,10.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,400,10.8,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',02-SEP-1994,2201,0,0,500,10.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,50,9.1,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,100,9.4,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,200,10.1,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,300,10.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,400,10.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1051,0,0,500,10.3,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,50,9.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,100,9.5,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,200,9.6,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,300,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,400,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',16-SEP-1994,1340,0,0,500,9.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',17-SEP-1994,1015,0,0,100,9.7,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',17-SEP-1994,1015,0,0,200,10.1,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',17-SEP-1994,1015,0,0,300,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',17-SEP-1994,1015,0,0,400,9.9,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',17-SEP-1994,1015,0,0,500,9.8,,,,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,0,,,,6.29,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,50,,105.54,1711.0,6.25,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,100,,126.32,2049.0,6.34,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,300,,238.47,2717.0,6.38,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,400,,202.63,2896.0,6.19,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1153,300,6,200,,256.2,2951.0,6.53,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,0,,6.5,855.0,6.67,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,100,,127.11,1276.0,6.01,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,200,,337.3,1864.0,6.12,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,50,10.7,75.09,1549.0,6.36,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,300,,340.11,2715.0,5.89,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1155,0,0,400,,347.49,2357.0,5.99,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,0,,3.63,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,50,9.0,138.6,1548.0,6.2,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,100,8.0,223.84,1664.0,6.11,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,200,5.4,348.57,1903.0,6.0,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,400,-.9,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,500,-1.0,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1725,300,0,300,2.2,259.18,2110.0,5.93,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,0,,33.74,731.0,6.39,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,50,9.5,205.51,1681.0,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,100,8.6,234.32,1864.0,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,200,6.4,409.58,2687.0,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,400,-.3,292.68,2508.0,5.89,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,500,-1.0,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',14-JUN-1994,1727,0,6,300,4.0,340.75,2486.0,5.96,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,0,14.3,9.46,963.0,6.16,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,100,12.7,47.6,1972.0,6.47,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,50,12.1,50.62,2105.0,6.46,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,200,9.2,159.67,4809.0,6.86,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,400,1.9,,,6.22,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,500,.9,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1121,300,6,300,5.0,107.55,2982.0,6.5,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,0,,2.52,1553.0,6.82,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,100,13.1,54.29,2515.0,6.65,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,200,10.1,182.91,2977.0,6.59,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,50,14.2,54.09,2042.0,6.52,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,300,5.6,224.01,4158.0,6.45,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,500,.6,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1123,0,0,400,2.1,255.9,4230.0,6.44,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,0,,2.46,1974.0,6.86,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,500,-.3,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,400,1.4,192.32,3685.0,6.39,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,300,4.6,219.29,3797.0,6.51,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,50,14.0,80.76,2687.0,6.71,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,200,8.4,238.63,4238.0,6.63,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1335,0,6,100,12.1,121.05,2351.0,6.45,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,0,,.35,1908.0,6.82,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,200,8.3,243.59,4397.0,6.64,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,100,11.6,251.78,4763.0,6.69,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,50,13.8,112.57,2388.0,6.46,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,300,4.4,238.57,3368.0,6.32,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,500,.2,,,,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',21-JUN-1994,1336,300,0,400,1.1,228.75,3923.0,6.41,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,0,,33.53,2231.0,6.71,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,100,13.0,77.13,2496.0,6.52,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,200,9.6,160.33,2916.0,6.54,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,50,14.5,92.93,2602.0,6.57,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,300,6.4,178.94,3786.0,6.5,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,500,.3,,,6.61,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1121,300,6,400,3.2,,,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,0,,13.67,2066.0,6.59,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,500,.4,,,6.11,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,400,3.9,,,6.19,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,300,7.6,170.79,2193.0,6.26,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,50,14.9,94.05,2342.0,6.62,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,200,11.1,181.38,3295.0,6.33,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1123,0,0,100,13.6,102.21,2298.0,6.59,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,0,,27.78,2298.0,6.76,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,300,7.7,209.38,3014.0,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,200,10.7,193.48,3277.0,6.39,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,500,2.1,187.72,2990.0,6.06,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,400,5.1,175.5,3038.0,6.09,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,50,14.0,71.69,2302.0,6.56,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1226,0,6,100,13.1,85.29,2497.0,6.57,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,0,,17.41,2143.0,6.73,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,50,12.8,99.95,2541.0,6.57,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,300,6.0,241.18,3357.0,6.35,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,200,9.2,246.31,3657.0,6.49,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,100,12.4,132.18,2313.0,6.45,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,400,2.7,213.21,3067.0,6.25,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',28-JUN-1994,1227,300,0,500,0.0,207.43,3255.0,6.36,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,0,,3.27,943.0,6.69,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,50,,54.2,2147.0,6.42,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,100,,56.56,2146.0,6.46,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,300,,161.56,2760.0,6.37,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,400,,76.21,2844.0,6.28,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1041,300,6,200,,172.38,3129.0,6.5,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,0,,.22,1661.0,7.05,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,200,,89.47,2387.0,6.54,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,300,,80.67,2971.0,6.29,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,50,,56.45,2496.0,6.71,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,400,,112.2,2971.0,5.99,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1043,0,0,500,,94.47,2985.0,6.1,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,0,,2.77,1624.0,6.97,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,300,,191.27,2955.0,6.21,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,200,,178.54,3235.0,6.37,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,500,,195.02,3127.0,6.26,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,400,,178.18,2824.0,6.11,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,50,,72.06,2434.0,6.58,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1136,0,6,100,,89.7,2624.0,6.57,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,0,,1.57,1997.0,6.99,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,50,,44.75,2508.0,6.57,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,100,,113.21,2625.0,6.52,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,200,,192.24,3672.0,6.49,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,400,,305.52,3125.0,6.3,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,500,,200.33,3138.0,6.3,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',10-JUL-1994,1137,300,0,300,,257.54,3323.0,6.3,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON08',20-JUL-1994,1200,300,0,0,,14.34,1193.0,6.71,'Hollow: South of Tower, along transect B','CPI',09-SEP-1998
