TmStamp,RECORD,DiffVolt_1,DiffVolt_2,O2_30,O2_140,T109_1_C,T109_2_C,CO2_30_lo,CO2_30_hi,CO2_30_temp,CO2_140_lo,CO2_140_hi,CO2_140_temp
2017-02-21 13:00:00.000,22,45.619999,42.82,18.48,17.52,3.0150001,3.829,296.6795,259.5101,10.16,5038.8198,5444.3052,10.15
2017-02-21 14:00:00.000,23,45.66,42.82,18.49,17.52,3.0039999,3.8280001,252.71381,200.0088,9.8400002,5040.7622,5432.6709,10.56
2017-02-21 15:00:00.000,24,45.650002,42.779999,18.49,17.5,2.987,3.8210001,89.864868,78.378387,10.12,5036.4858,5367.5688,10.62
2017-02-21 16:00:00.000,25,45.68,42.75,18.5,17.48,2.9749999,3.842,2.702703,29.729731,10.13,5038.5142,5448.6489,10.67
2017-02-21 17:00:00.000,26,45.720001,42.709999,18.52,17.469999,2.961,3.8340001,2.702703,10.81081,9.8199997,5040.542,5437.8379,10.18
2017-02-21 18:00:00.000,27,45.709999,42.68,18.52,17.450001,2.9430001,3.8310001,8.1081095,32.43243,10.27,5038.5142,5378.3779,10.4
2017-02-21 19:00:00.000,28,45.630001,42.630001,18.48,17.43,2.941,3.852,2.702703,10.81081,9.8900003,5040.542,5416.2168,10.4
2017-02-21 20:00:00.000,29,45.630001,42.599998,18.48,17.42,2.941,3.852,8.1081095,32.43243,10.26,5039.1899,5362.1631,10.5
2017-02-21 21:00:00.000,30,45.639999,42.610001,18.49,17.42,2.964,3.8529999,2.702703,10.81081,10.05,5040.542,5356.7568,10.46
2017-02-21 22:00:00.000,31,45.650002,42.580002,18.49,17.41,2.98,3.852,8.1081095,10.81081,9.9499998,5037.8379,5362.1631,10.27
2017-02-21 23:00:00.000,32,45.650002,42.610001,18.49,17.42,2.9990001,3.8559999,8.1081095,32.43243,10.36,5035.812,5275.6758,10.56
2017-02-22 00:00:00.000,33,45.610001,42.610001,18.48,17.42,3.0339999,3.858,3.3783791,10.81081,10.29,5037.8379,5329.73,10.57
2017-02-22 01:00:00.000,34,45.580002,42.610001,18.459999,17.42,3.056,3.858,8.1081095,32.43243,10.17,5037.1631,5416.2168,10.4
2017-02-22 02:00:00.000,35,45.580002,42.580002,18.459999,17.41,3.0780001,3.8800001,3.3783791,10.81081,9.8699999,5035.1362,5378.3779,10.11
2017-02-22 03:00:00.000,36,45.509998,42.549999,18.43,17.389999,3.1099999,3.8800001,8.1081095,32.43243,10.09,5039.1899,5345.9468,10.34
2017-02-22 04:00:00.000,37,45.450001,42.509998,18.4,17.379999,3.1210001,3.8800001,9.4594603,40.54055,10.35,5040.542,5313.5151,10.5
2017-02-22 05:00:00.000,38,45.41,42.48,18.389999,17.370001,3.1429999,3.8800001,41.891899,29.729731,10.44,5037.8379,5400.001,10.75
2017-02-22 06:00:00.000,39,45.380001,42.48,18.370001,17.370001,3.164,3.885,89.189209,75.675682,10.36,5040.542,5378.3779,10.54
2017-02-22 07:00:00.000,40,45.380001,42.439999,18.370001,17.35,3.1860001,3.891,118.9189,81.081093,9.9799995,5037.1631,5448.6489,10.33
2017-02-22 08:00:00.000,41,45.34,42.450001,18.360001,17.35,3.2079999,3.902,147.2973,124.3243,10.13,5040.542,5400.001,10.14
2017-02-22 09:00:00.000,42,45.310001,42.41,18.35,17.34,3.2079999,3.902,159.4595,118.9189,10.31,5038.5142,5356.7568,10.45
2017-02-22 10:00:00.000,43,45.310001,42.439999,18.35,17.35,3.2290001,3.902,172.2973,124.3243,10.48,5035.1362,5291.8921,10.72
2017-02-22 11:00:00.000,44,45.310001,42.450001,18.35,17.35,3.2290001,3.902,198.6487,172.97301,10.28,5040.542,5329.73,10.69
2017-02-22 12:00:00.000,45,45.310001,42.450001,18.35,17.35,3.2509999,3.902,230.4054,183.7838,10.06,5037.8379,5427.0278,10.44
2017-02-22 13:00:00.000,46,45.34,42.450001,18.360001,17.35,3.2509999,3.9130001,231.0811,200.0,10.42,5040.542,5389.1899,10.15
2017-02-22 14:00:00.000,47,45.380001,42.450001,18.370001,17.35,3.2720001,3.9230001,200.6757,156.75681,10.43,5037.8379,5324.3242,10.47
2017-02-22 15:00:00.000,48,45.310001,42.41,18.35,17.34,3.289,3.918,179.05409,151.35139,10.1,5035.812,5335.1362,10.68
2017-02-22 16:00:00.000,49,45.299999,42.400002,18.34,17.33,3.2880001,3.918,116.8919,105.4054,10.66,5039.1899,5464.8652,10.3
2017-02-22 17:00:00.000,50,45.290001,42.330002,18.34,17.299999,3.309,3.938,52.702709,32.43243,10.2,5040.542,5351.3521,10.7
2017-02-22 18:00:00.000,51,45.299999,42.330002,18.34,17.299999,3.325,3.9319999,8.1081095,32.43243,10.19,5038.5142,5340.541,10.58
2017-02-22 19:00:00.000,52,45.299999,42.299999,18.34,17.290001,3.346,3.9319999,2.702703,8.1081095,10.1,5040.542,5254.0552,10.39
2017-02-22 20:00:00.000,53,45.23,42.299999,18.309999,17.290001,3.368,3.938,8.1081095,32.43243,10.24,5039.1899,5286.4868,10.47
2017-02-22 21:00:00.000,54,45.23,42.299999,18.309999,17.290001,3.411,3.954,2.702703,5.405406,10.2,5041.2168,5286.4868,10.43
2017-02-22 22:00:00.000,55,45.23,42.299999,18.309999,17.290001,3.4549999,3.954,4.0540538,10.81081,10.24,5041.2168,5275.6758,10.19
2017-02-22 23:00:00.000,56,45.23,42.259998,18.309999,17.27,3.4979999,3.954,28.37838,37.837841,10.25,5039.1899,5324.3242,10.48
2017-02-23 00:00:00.000,57,45.23,42.299999,18.309999,17.290001,3.5480001,3.96,104.0541,70.270279,10.44,5040.542,5183.7842,10.64
2017-02-23 01:00:00.000,58,45.200001,42.299999,18.299999,17.290001,3.592,3.961,172.2973,148.6487,10.71,5039.1899,5324.3242,10.31
2017-02-23 02:00:00.000,59,45.169998,42.310001,18.290001,17.290001,3.635,3.961,205.4054,156.75681,10.24,5040.542,5162.1631,10.56
2017-02-23 03:00:00.000,60,45.18,42.310001,18.290001,17.290001,3.678,3.96,218.91901,189.18919,10.89,5038.5142,5291.8921,10.61
2017-02-23 04:00:00.000,61,45.139999,42.310001,18.27,17.290001,3.7219999,3.9719999,222.97301,194.5946,10.47,5041.2168,5205.4058,10.26
2017-02-23 05:00:00.000,62,45.110001,42.279999,18.26,17.280001,3.743,3.9820001,197.2973,151.35139,10.68,5037.8379,5248.6499,10.83
2017-02-23 06:00:00.000,63,45.110001,42.279999,18.26,17.280001,3.7650001,3.9820001,216.89191,183.7838,10.72,5040.542,5281.082,10.27
2017-02-23 07:00:00.000,64,45.110001,42.240002,18.26,17.26,3.799,3.983,233.7838,183.7838,10.45,5039.8652,5205.4058,10.52
2017-02-23 08:00:00.000,65,45.110001,42.240002,18.26,17.26,3.8099999,3.984,254.05409,221.6217,10.92,5039.1899,5286.4868,10.81
2017-02-23 09:00:00.000,66,45.110001,42.240002,18.26,17.26,3.8299999,3.9820001,230.4054,178.3784,10.4,5041.8931,5264.8652,10.21
2017-02-23 10:00:00.000,67,45.110001,42.240002,18.26,17.26,3.852,3.993,214.8649,167.5676,10.86,5037.8379,5237.8379,10.75
2017-02-23 11:00:00.000,68,45.110001,42.240002,18.26,17.26,3.852,4.0040002,257.4325,221.6217,10.73,5040.542,5237.8379,10.44
2017-02-23 12:00:00.000,69,45.110001,42.279999,18.26,17.280001,3.8740001,4.0040002,227.0271,178.3784,10.65,5037.8379,5200.0,10.44
2017-02-23 13:00:00.000,70,45.169998,42.27,18.290001,17.280001,3.875,4.0050001,197.2973,167.5676,10.99,5040.542,5189.1899,10.77
2017-02-23 14:00:00.000,71,45.16,42.299999,18.280001,17.290001,3.895,4.026,134.4595,91.891907,10.69,5039.1899,5232.4331,10.41
2017-02-23 15:00:00.000,72,45.16,42.299999,18.280001,17.290001,3.8889999,4.0190001,45.94595,43.243252,10.75,5024.3252,5227.0278,10.36
2017-02-23 16:00:00.000,73,45.16,42.299999,18.280001,17.290001,3.9100001,4.0190001,11.48649,37.837841,10.99,5004.0542,5248.6499,10.55
2017-02-23 17:00:00.000,74,45.23,42.23,18.309999,17.26,3.921,4.0409999,2.702703,10.81081,10.99,5020.9458,5183.7842,10.67
2017-02-23 18:00:00.000,75,45.16,42.220001,18.280001,17.25,3.954,4.0409999,8.1081095,32.43243,10.78,5001.3521,5210.812,10.54
2017-02-23 19:00:00.000,76,45.16,42.189999,18.280001,17.24,3.9760001,4.052,2.702703,5.405406,10.9,4971.6221,5243.2441,10.37
2017-02-23 20:00:00.000,77,45.16,42.189999,18.280001,17.24,4.0190001,4.0619998,8.1081095,32.43243,10.67,4918.2441,5064.8652,10.71
2017-02-23 21:00:00.000,78,45.220001,42.220001,18.309999,17.25,4.0619998,4.0619998,4.0540538,10.81081,10.93,4844.5962,5113.5142,10.58
2017-02-23 22:00:00.000,79,45.23,42.299999,18.309999,17.290001,4.1279998,4.0619998,5.405406,10.81081,10.9,4792.5679,4978.3789,10.32
2017-02-23 23:00:00.000,80,45.23,42.299999,18.309999,17.290001,4.1929998,4.0619998,9.4594603,32.43243,10.93,4756.082,4945.9458,10.64
2017-02-24 00:00:00.000,81,45.259998,42.369999,18.33,17.32,4.2579999,4.0619998,2.702703,8.1081095,10.96,4745.9458,4897.2979,10.69
2017-02-24 01:00:00.000,82,45.299999,42.369999,18.34,17.32,4.323,4.0840001,8.1081095,32.43243,11.21,4759.46,4967.5679,10.85
2017-02-24 02:00:00.000,83,45.299999,42.369999,18.34,17.32,4.4099998,4.0840001,2.702703,8.1081095,10.81,4709.46,4859.46,10.66
2017-02-24 03:00:00.000,84,45.259998,42.369999,18.33,17.32,4.4710002,4.085,8.1081095,32.43243,11.19,4681.7568,4870.271,10.56
2017-02-24 04:00:00.000,85,45.23,42.369999,18.309999,17.32,4.5190001,4.0840001,28.37838,59.459469,11.52,4675.0,4913.5142,10.31
2017-02-24 05:00:00.000,86,45.23,42.400002,18.309999,17.33,4.585,4.1059999,59.459469,37.837841,11.06,4658.1079,4945.9458,10.36
2017-02-24 06:00:00.000,87,45.23,42.400002,18.309999,17.33,4.6290002,4.1069999,91.891907,81.081093,11.14,4645.9468,4918.9189,10.81
2017-02-24 07:00:00.000,88,45.16,42.369999,18.280001,17.32,4.6729999,4.1079998,102.7027,64.864868,11.47,4642.5679,4816.2168,10.86
2017-02-24 08:00:00.000,89,45.16,42.369999,18.280001,17.32,4.7150002,4.1220002,120.2703,102.7027,11.36,4620.271,4837.8379,10.79
2017-02-24 09:00:00.000,90,44.889999,42.369999,18.17,17.32,4.7589998,4.1279998,122.2973,81.081093,11.19,4587.8379,4740.541,10.53
2017-02-24 10:00:00.000,91,45.16,42.360001,18.280001,17.309999,4.7870002,4.1329999,140.5406,105.4054,11.57,4599.3252,4908.1089,10.39
2017-02-24 11:00:00.000,92,45.16,42.360001,18.280001,17.309999,4.8309999,4.1399999,158.7838,135.1351,11.58,4569.5952,4783.7852,10.78
2017-02-24 12:00:00.000,93,45.16,42.360001,18.280001,17.309999,4.8530002,4.1560001,154.05409,113.5135,11.17,4551.3521,4767.5669,10.8
2017-02-24 13:00:00.000,94,45.189999,42.43,18.299999,17.34,4.8839998,4.1539998,154.7298,129.72971,11.45,4527.7031,4751.3521,10.41
2017-02-24 14:00:00.000,95,45.23,42.43,18.309999,17.35,4.9120002,4.1490002,122.973,86.486504,11.7,4526.3521,4832.4331,10.48
2017-02-24 15:00:00.000,96,45.23,42.43,18.309999,17.35,4.9330001,4.171,64.864868,59.459469,11.45,4533.7842,4794.5952,10.4
2017-02-24 16:00:00.000,97,45.23,42.400002,18.309999,17.33,4.9549999,4.171,4.0540538,10.81081,11.36,4522.2979,4772.9741,10.41
2017-02-24 17:00:00.000,98,45.220001,42.360001,18.309999,17.309999,4.9829998,4.1929998,2.702703,10.81081,11.44,4517.5679,4751.3521,10.89
2017-02-24 18:00:00.000,99,45.16,42.32,18.280001,17.299999,5.0209999,4.1929998,9.4594603,32.43243,11.48,4486.4868,4729.73,10.59
2017-02-24 19:00:00.000,100,45.150002,42.290001,18.280001,17.280001,5.0640001,4.2140002,4.0540538,10.81081,11.3,4460.1362,4686.4868,10.81
2017-02-24 20:00:00.000,101,45.150002,42.290001,18.280001,17.280001,5.1069999,4.2129998,8.1081095,32.43243,11.61,4409.46,4675.6758,10.44
2017-02-24 21:00:00.000,102,45.150002,42.290001,18.280001,17.280001,5.1630001,4.2150002,4.0540538,10.81081,11.82,4364.8652,4600.0,10.97
2017-02-24 22:00:00.000,103,45.119999,42.290001,18.26,17.280001,5.2280002,4.2360001,8.1081095,32.43243,12.02,4306.082,4578.3789,10.42
2017-02-24 23:00:00.000,104,45.099998,42.299999,18.25,17.290001,5.3049998,4.2360001,8.1081095,43.243252,12.12,4279.0552,4508.1079,10.71
2017-02-25 00:00:00.000,105,45.099998,42.299999,18.25,17.290001,5.3699999,4.2360001,2.702703,8.1081095,11.94,4245.271,4437.8379,10.76
2017-02-25 01:00:00.000,106,45.029999,42.299999,18.219999,17.290001,5.4580002,4.2470002,8.1081095,32.43243,11.88,4261.4868,4502.7031,10.9
2017-02-25 02:00:00.000,107,45.029999,42.299999,18.219999,17.290001,5.5240002,4.2579999,2.702703,8.1081095,11.61,4235.1362,4427.0269,10.81
2017-02-25 03:00:00.000,108,45.029999,42.27,18.219999,17.27,5.5890002,4.2579999,8.1081095,32.43243,12.08,4264.8662,4502.7031,10.77
2017-02-25 04:00:00.000,109,45.029999,42.299999,18.219999,17.290001,5.6339998,4.2810001,2.702703,5.405406,12.18,4246.6221,4508.1079,10.71
2017-02-25 05:00:00.000,110,45.0,42.23,18.209999,17.26,5.6820002,4.2839999,8.1081095,21.62162,11.86,4268.9189,4545.9458,10.43
2017-02-25 06:00:00.000,111,44.970001,42.23,18.200001,17.26,5.7280002,4.3080001,10.13514,35.135139,12.11,4254.0542,4556.7568,10.76
2017-02-25 07:00:00.000,112,44.970001,42.240002,18.200001,17.26,5.7719998,4.3080001,2.702703,5.405406,12.24,4262.8379,4459.46,11.02
2017-02-25 08:00:00.000,113,44.900002,42.169998,18.17,17.23,5.7940001,4.3140001,20.270269,32.43243,11.96,4283.7842,4518.9189,10.73
2017-02-25 09:00:00.000,114,44.830002,42.169998,18.139999,17.23,5.8179998,4.3319998,52.702709,32.43243,12.36,4275.6758,4524.3252,10.71
2017-02-25 10:00:00.000,115,44.830002,42.099998,18.139999,17.200001,5.8390002,4.3309999,94.594597,81.081093,12.01,4281.082,4524.3252,10.98
2017-02-25 11:00:00.000,116,44.759998,42.099998,18.110001,17.200001,5.8390002,4.3530002,114.1892,75.675682,12.5,4297.9741,4583.7842,10.5
2017-02-25 12:00:00.000,117,44.73,42.029999,18.1,17.17,5.8600001,4.3520002,141.89191,102.7027,11.94,4301.3521,4556.7568,11.09
2017-02-25 13:00:00.000,118,44.700001,42.029999,18.08,17.17,5.8600001,4.3740001,156.75681,135.1351,12.57,4250.0,4437.8379,10.79
2017-02-25 14:00:00.000,119,44.689999,42.029999,18.08,17.17,5.8790002,4.3769999,110.8108,70.270279,12.21,4248.6489,4540.541,10.51
2017-02-25 15:00:00.000,120,44.759998,42.029999,18.110001,17.17,5.8759999,4.3899999,82.432442,70.270279,12.09,4233.7842,4567.5679,10.7
2017-02-25 16:00:00.000,121,44.689999,41.959999,18.08,17.139999,5.8920002,4.4060001,77.027039,43.243252,12.22,4306.7568,4545.9458,10.84
2017-02-25 17:00:00.000,122,44.630001,41.900002,18.049999,17.110001,5.9029999,4.4169998,56.75676,54.05407,12.57,4362.1631,4600.0,11.14
2017-02-25 18:00:00.000,123,44.66,41.970001,18.07,17.139999,5.9039998,4.4180002,12.16216,37.837841,12.15,4285.1362,4491.8931,10.67
2017-02-25 19:00:00.000,124,44.639999,41.970001,18.059999,17.139999,5.9330001,4.4460001,4.0540538,10.81081,12.42,4315.541,4562.1631,11.22
2017-02-25 20:00:00.000,125,44.799999,41.970001,18.129999,17.139999,5.9390001,4.4520001,8.1081095,32.43243,12.66,4336.4868,4578.3789,10.88
2017-02-25 21:00:00.000,126,44.799999,41.970001,18.129999,17.139999,5.961,4.474,4.0540538,10.81081,12.55,4372.9741,4675.6758,10.74
2017-02-25 22:00:00.000,127,44.77,41.939999,18.110001,17.129999,5.9829998,4.474,8.1081095,32.43243,12.56,4427.0269,4697.2979,10.58
2017-02-25 23:00:00.000,128,44.84,42.040001,18.139999,17.17,5.9829998,4.4959998,4.0540538,10.81081,12.36,4309.46,4551.3521,10.85
2017-02-26 00:00:00.000,129,44.98,42.110001,18.200001,17.200001,5.9829998,4.4959998,5.405406,10.81081,12.38,4295.9458,4475.6758,10.88
2017-02-26 01:00:00.000,130,44.950001,42.18,18.190001,17.24,5.9889998,4.5170002,9.4594603,32.43243,12.63,4312.8379,4513.5142,10.75
2017-02-26 02:00:00.000,131,45.049999,42.18,18.23,17.24,5.974,4.5240002,2.7031929,10.81277,12.57,4397.4199,4719.7759,10.73
2017-02-26 03:00:00.000,132,45.119999,42.25,18.26,17.26,5.96,4.527,8.1105623,32.442249,12.29,4411.4702,4644.6489,11.01
2017-02-26 04:00:00.000,133,45.189999,42.290001,18.290001,17.280001,5.9310002,4.553,4.0562921,10.81678,12.46,4469.3569,4689.0732,11.17
2017-02-26 05:00:00.000,134,45.23,42.330002,18.309999,17.299999,5.8979998,4.5630002,8.1133165,32.45327,12.4,4477.1992,4743.5859,10.67
2017-02-26 06:00:00.000,135,45.27,42.330002,18.33,17.299999,5.868,4.5770001,8.1135883,40.56794,12.61,4531.439,4765.3809,11.3
2017-02-26 07:00:00.000,136,45.27,42.360001,18.33,17.32,5.8169999,4.5809999,2.70453,5.409059,12.09,4594.3188,4851.9258,10.68
2017-02-26 08:00:00.000,137,45.27,42.360001,18.33,17.32,5.7620001,4.6020002,8.1135883,32.45435,12.58,4667.3418,4884.3799,11.3
2017-02-26 09:00:00.000,138,45.23,42.360001,18.309999,17.32,5.7080002,4.6139998,2.70453,5.409059,12.39,4707.2329,4938.4712,10.78
2017-02-26 10:00:00.000,139,45.23,42.400002,18.309999,17.33,5.6529999,4.625,8.1135883,32.45435,12.12,4703.853,4900.6069,11.05
2017-02-26 11:00:00.000,140,45.330002,42.43,18.360001,17.35,5.5900002,4.6279998,2.704525,10.8181,12.07,4758.6108,5025.0059,11.22
2017-02-26 12:00:00.000,141,45.330002,42.470001,18.360001,17.360001,5.526,4.651,3.380662,10.81812,12.23,4787.6938,4976.334,10.81
2017-02-26 13:00:00.000,142,45.400002,42.5,18.379999,17.370001,5.4590001,4.6609998,8.7897205,32.45435,12.46,4824.2051,5025.0161,11.37
2017-02-26 14:00:00.000,143,45.43,42.529999,18.4,17.389999,5.401,4.6680002,2.70453,10.81812,12.28,4851.9258,5079.106,10.78
2017-02-26 15:00:00.000,144,45.43,42.529999,18.4,17.389999,5.3239999,4.6900001,8.1132164,32.452869,11.98,4916.6089,5100.5088,11.32
2017-02-26 16:00:00.000,145,45.459999,42.560001,18.41,17.4,5.2680001,4.6939998,2.704432,10.81773,11.9,4887.585,5111.376,10.77
2017-02-26 17:00:00.000,146,45.549999,42.549999,18.450001,17.4,5.2080002,4.7049999,8.110899,32.4436,12.31,4967.25,5196.3818,11.17
2017-02-26 18:00:00.000,147,45.59,42.549999,18.459999,17.4,5.1350002,4.7199998,10.13714,35.142078,11.8,5041.5371,5195.6211,11.34
2017-02-26 19:00:00.000,148,45.619999,42.549999,18.48,17.4,5.0809999,4.7199998,3.378428,10.81097,12.12,5037.9121,5216.293,11.4
2017-02-26 20:00:00.000,149,45.66,42.59,18.49,17.41,5.0250001,4.7410002,8.1081095,32.43243,11.85,5040.542,5227.0278,11.39
2017-02-26 21:00:00.000,150,45.66,42.59,18.49,17.41,4.9819999,4.7420001,4.0541911,10.81117,11.98,5040.71,5162.335,11.09
2017-02-26 22:00:00.000,151,45.66,42.59,18.49,17.41,4.928,4.7639999,8.1093035,32.43721,11.64,5038.5801,5330.5161,10.97
2017-02-26 23:00:00.000,152,45.689999,42.619999,18.51,17.43,4.8790002,4.77,2.7036231,10.81449,12.0,5042.2559,5315.3218,11.02
2017-02-27 00:00:00.000,153,45.630001,42.630001,18.48,17.43,4.848,4.7820001,4.0567789,10.81808,11.99,5039.8721,5327.9028,11.44
2017-02-27 01:00:00.000,154,45.599998,42.630001,18.469999,17.43,4.8210001,4.7880001,182.5545,156.8616,11.97,5038.5029,5381.9771,10.87
2017-02-27 02:00:00.000,155,45.57,42.669998,18.459999,17.450001,4.7880001,4.7989998,299.52249,248.81329,11.79,5039.8208,5360.3042,11.46
2017-02-27 03:00:00.000,156,45.57,42.669998,18.459999,17.450001,4.756,4.7989998,398.21759,362.3848,11.77,5042.9619,5435.771,10.89
2017-02-27 04:00:00.000,157,45.540001,42.669998,18.440001,17.450001,4.7119999,4.8150001,459.76669,411.08551,11.57,5039.854,5457.7012,11.52
2017-02-27 05:00:00.000,158,45.57,42.669998,18.459999,17.450001,4.6680002,4.8210001,513.17572,481.39801,11.54,5042.5088,5446.8291,10.95
2017-02-27 06:00:00.000,159,45.57,42.669998,18.459999,17.450001,4.6300001,4.8210001,555.08801,530.07178,11.56,5037.0352,5495.439,11.39
2017-02-27 07:00:00.000,160,45.57,42.669998,18.459999,17.450001,4.6030002,4.8429999,586.19922,540.89893,11.45,5038.4731,5500.9419,11.15
2017-02-27 08:00:00.000,161,45.599998,42.700001,18.469999,17.459999,4.559,4.8429999,620.01233,594.99548,11.48,5043.939,5533.458,11.28
2017-02-27 09:00:00.000,162,45.599998,42.700001,18.469999,17.459999,4.5159998,4.8429999,639.60138,603.09137,11.44,5039.7339,5522.478,11.28
2017-02-27 10:00:00.000,163,45.599998,42.740002,18.469999,17.48,4.4720001,4.8540001,679.50299,662.59998,11.54,5043.873,5592.8838,11.14
2017-02-27 11:00:00.000,164,45.639999,42.740002,18.49,17.48,4.4330001,4.8639998,664.63208,649.08118,11.62,5041.1982,5582.0981,11.44
2017-02-27 12:00:00.000,165,45.669998,42.77,18.5,17.49,4.3930001,4.862,644.33862,605.79993,11.52,5042.4731,5641.5122,10.97
2017-02-27 13:00:00.000,166,45.689999,42.759998,18.51,17.49,4.3559999,4.869,644.29028,627.38879,11.54,5040.7451,5662.7251,11.53
2017-02-27 14:00:00.000,167,45.720001,42.790001,18.52,17.5,4.3130002,4.8800001,596.82379,554.24182,11.27,5036.8418,5574.8618,11.37
2017-02-27 15:00:00.000,168,45.759998,42.790001,18.540001,17.5,4.2849998,4.8730001,549.3244,521.6217,11.21,5037.8379,5621.6221,11.4
2017-02-27 16:00:00.000,169,45.779999,42.779999,18.549999,17.5,4.2340002,4.888,453.37839,402.70279,11.56,5040.542,5713.5142,11.59
2017-02-27 17:00:00.000,170,45.779999,42.779999,18.549999,17.5,4.2119999,4.888,369.5946,313.51349,11.03,5040.542,5659.46,11.27
2017-02-27 18:00:00.000,171,45.779999,42.75,18.549999,17.48,4.1690001,4.888,318.24329,286.48651,11.6,5037.8379,5800.0,11.07
2017-02-27 19:00:00.000,172,45.779999,42.709999,18.549999,17.469999,4.1409998,4.8920002,203.3784,151.35139,11.2,5035.1362,5605.4058,11.32
2017-02-27 20:00:00.000,173,45.849998,42.75,18.58,17.48,4.1170001,4.902,141.89191,121.6216,11.05,5039.1899,5724.3252,11.24
2017-02-27 21:00:00.000,174,45.849998,42.75,18.58,17.48,4.098,4.9039998,116.2162,75.675682,11.39,5040.542,5572.9741,11.21
2017-02-27 22:00:00.000,175,45.849998,42.75,18.58,17.48,4.0819998,4.9039998,150.0,127.027,11.12,5038.5142,5681.082,11.6
2017-02-27 23:00:00.000,176,45.849998,42.709999,18.58,17.469999,4.0819998,4.9099998,229.05409,213.5135,11.53,5040.542,5691.8931,11.35
2017-02-28 00:00:00.000,177,45.779999,42.720001,18.549999,17.469999,4.0819998,4.9099998,345.27029,291.89191,10.93,5037.8379,5772.9731,11.22
2017-02-28 01:00:00.000,178,45.75,42.720001,18.540001,17.469999,4.0840001,4.9060001,456.75681,416.21619,11.23,5040.542,5778.3789,11.05
2017-02-28 02:00:00.000,179,45.720001,42.720001,18.52,17.469999,4.085,4.9130001,543.24329,497.29739,11.41,5037.8379,5772.9731,10.97
